grantee,routine_schema,routine_name,privilege_type
anon,public,gbt_ts_fetch,EXECUTE
authenticated,public,gbt_ts_fetch,EXECUTE
postgres,public,gbt_ts_fetch,EXECUTE
service_role,public,gbt_ts_fetch,EXECUTE
PUBLIC,public,gbt_ts_penalty,EXECUTE
anon,public,gbt_ts_penalty,EXECUTE
authenticated,public,gbt_ts_penalty,EXECUTE
postgres,public,gbt_ts_penalty,EXECUTE
service_role,public,gbt_ts_penalty,EXECUTE
PUBLIC,public,gbt_ts_picksplit,EXECUTE
anon,public,gbt_ts_picksplit,EXECUTE
authenticated,public,gbt_ts_picksplit,EXECUTE
postgres,public,gbt_ts_picksplit,EXECUTE
service_role,public,gbt_ts_picksplit,EXECUTE
PUBLIC,public,gbt_ts_same,EXECUTE
anon,public,gbt_ts_same,EXECUTE
authenticated,public,gbt_ts_same,EXECUTE
postgres,public,gbt_ts_same,EXECUTE
service_role,public,gbt_ts_same,EXECUTE
PUBLIC,public,gbt_ts_union,EXECUTE
anon,public,gbt_ts_union,EXECUTE
authenticated,public,gbt_ts_union,EXECUTE
postgres,public,gbt_ts_union,EXECUTE
service_role,public,gbt_ts_union,EXECUTE
PUBLIC,public,gbt_tstz_compress,EXECUTE
anon,public,gbt_tstz_compress,EXECUTE
authenticated,public,gbt_tstz_compress,EXECUTE
postgres,public,gbt_tstz_compress,EXECUTE
service_role,public,gbt_tstz_compress,EXECUTE
PUBLIC,public,gbt_tstz_consistent,EXECUTE
anon,public,gbt_tstz_consistent,EXECUTE
authenticated,public,gbt_tstz_consistent,EXECUTE
postgres,public,gbt_tstz_consistent,EXECUTE
service_role,public,gbt_tstz_consistent,EXECUTE
PUBLIC,public,gbt_tstz_distance,EXECUTE
anon,public,gbt_tstz_distance,EXECUTE
authenticated,public,gbt_tstz_distance,EXECUTE
postgres,public,gbt_tstz_distance,EXECUTE
service_role,public,gbt_tstz_distance,EXECUTE
PUBLIC,public,gbt_uuid_compress,EXECUTE
anon,public,gbt_uuid_compress,EXECUTE
authenticated,public,gbt_uuid_compress,EXECUTE
postgres,public,gbt_uuid_compress,EXECUTE
service_role,public,gbt_uuid_compress,EXECUTE
PUBLIC,public,gbt_uuid_consistent,EXECUTE
anon,public,gbt_uuid_consistent,EXECUTE
authenticated,public,gbt_uuid_consistent,EXECUTE
postgres,public,gbt_uuid_consistent,EXECUTE
service_role,public,gbt_uuid_consistent,EXECUTE
PUBLIC,public,gbt_uuid_fetch,EXECUTE
anon,public,gbt_uuid_fetch,EXECUTE
authenticated,public,gbt_uuid_fetch,EXECUTE
postgres,public,gbt_uuid_fetch,EXECUTE
service_role,public,gbt_uuid_fetch,EXECUTE
PUBLIC,public,gbt_uuid_penalty,EXECUTE
anon,public,gbt_uuid_penalty,EXECUTE
authenticated,public,gbt_uuid_penalty,EXECUTE
postgres,public,gbt_uuid_penalty,EXECUTE
service_role,public,gbt_uuid_penalty,EXECUTE
PUBLIC,public,gbt_uuid_picksplit,EXECUTE
anon,public,gbt_uuid_picksplit,EXECUTE
authenticated,public,gbt_uuid_picksplit,EXECUTE
postgres,public,gbt_uuid_picksplit,EXECUTE
service_role,public,gbt_uuid_picksplit,EXECUTE
PUBLIC,public,gbt_uuid_same,EXECUTE
anon,public,gbt_uuid_same,EXECUTE
authenticated,public,gbt_uuid_same,EXECUTE
postgres,public,gbt_uuid_same,EXECUTE
service_role,public,gbt_uuid_same,EXECUTE
PUBLIC,public,gbt_uuid_union,EXECUTE
anon,public,gbt_uuid_union,EXECUTE
authenticated,public,gbt_uuid_union,EXECUTE
postgres,public,gbt_uuid_union,EXECUTE
service_role,public,gbt_uuid_union,EXECUTE
PUBLIC,public,gbt_var_decompress,EXECUTE
anon,public,gbt_var_decompress,EXECUTE
authenticated,public,gbt_var_decompress,EXECUTE
postgres,public,gbt_var_decompress,EXECUTE
service_role,public,gbt_var_decompress,EXECUTE
PUBLIC,public,gbt_var_fetch,EXECUTE
anon,public,gbt_var_fetch,EXECUTE
authenticated,public,gbt_var_fetch,EXECUTE
postgres,public,gbt_var_fetch,EXECUTE
service_role,public,gbt_var_fetch,EXECUTE
PUBLIC,public,gbtreekey16_in,EXECUTE
anon,public,gbtreekey16_in,EXECUTE
authenticated,public,gbtreekey16_in,EXECUTE
postgres,public,gbtreekey16_in,EXECUTE
service_role,public,gbtreekey16_in,EXECUTE
PUBLIC,public,gbtreekey16_out,EXECUTE
anon,public,gbtreekey16_out,EXECUTE
authenticated,public,gbtreekey16_out,EXECUTE
postgres,public,gbtreekey16_out,EXECUTE
service_role,public,gbtreekey16_out,EXECUTE
PUBLIC,public,gbtreekey2_in,EXECUTE
anon,public,gbtreekey2_in,EXECUTE
authenticated,public,gbtreekey2_in,EXECUTE
postgres,public,gbtreekey2_in,EXECUTE
service_role,public,gbtreekey2_in,EXECUTE
PUBLIC,public,gbtreekey2_out,EXECUTE
anon,public,gbtreekey2_out,EXECUTE
authenticated,public,gbtreekey2_out,EXECUTE
postgres,public,gbtreekey2_out,EXECUTE
service_role,public,gbtreekey2_out,EXECUTE
PUBLIC,public,gbtreekey32_in,EXECUTE
anon,public,gbtreekey32_in,EXECUTE
authenticated,public,gbtreekey32_in,EXECUTE
postgres,public,gbtreekey32_in,EXECUTE
service_role,public,gbtreekey32_in,EXECUTE
PUBLIC,public,gbtreekey32_out,EXECUTE
anon,public,gbtreekey32_out,EXECUTE
authenticated,public,gbtreekey32_out,EXECUTE
postgres,public,gbtreekey32_out,EXECUTE
service_role,public,gbtreekey32_out,EXECUTE
PUBLIC,public,gbtreekey4_in,EXECUTE
anon,public,gbtreekey4_in,EXECUTE
authenticated,public,gbtreekey4_in,EXECUTE
postgres,public,gbtreekey4_in,EXECUTE
service_role,public,gbtreekey4_in,EXECUTE
PUBLIC,public,gbtreekey4_out,EXECUTE
anon,public,gbtreekey4_out,EXECUTE
authenticated,public,gbtreekey4_out,EXECUTE
postgres,public,gbtreekey4_out,EXECUTE
service_role,public,gbtreekey4_out,EXECUTE
PUBLIC,public,gbtreekey8_in,EXECUTE
anon,public,gbtreekey8_in,EXECUTE
authenticated,public,gbtreekey8_in,EXECUTE
postgres,public,gbtreekey8_in,EXECUTE
service_role,public,gbtreekey8_in,EXECUTE
PUBLIC,public,gbtreekey8_out,EXECUTE
anon,public,gbtreekey8_out,EXECUTE
authenticated,public,gbtreekey8_out,EXECUTE
postgres,public,gbtreekey8_out,EXECUTE
service_role,public,gbtreekey8_out,EXECUTE
PUBLIC,public,gbtreekey_var_in,EXECUTE
anon,public,gbtreekey_var_in,EXECUTE
authenticated,public,gbtreekey_var_in,EXECUTE
postgres,public,gbtreekey_var_in,EXECUTE
service_role,public,gbtreekey_var_in,EXECUTE
PUBLIC,public,gbtreekey_var_out,EXECUTE
anon,public,gbtreekey_var_out,EXECUTE
authenticated,public,gbtreekey_var_out,EXECUTE
postgres,public,gbtreekey_var_out,EXECUTE
service_role,public,gbtreekey_var_out,EXECUTE
PUBLIC,public,generate_facture_from_mission,EXECUTE
anon,public,generate_facture_from_mission,EXECUTE
authenticated,public,generate_facture_from_mission,EXECUTE
postgres,public,generate_facture_from_mission,EXECUTE
service_role,public,generate_facture_from_mission,EXECUTE
PUBLIC,public,get_current_plan,EXECUTE
anon,public,get_current_plan,EXECUTE
authenticated,public,get_current_plan,EXECUTE
postgres,public,get_current_plan,EXECUTE
service_role,public,get_current_plan,EXECUTE
anon,public,get_entreprises_autorisees,EXECUTE
authenticated,public,get_entreprises_autorisees,EXECUTE
postgres,public,get_entreprises_autorisees,EXECUTE
service_role,public,get_entreprises_autorisees,EXECUTE
PUBLIC,public,get_mission_actors,EXECUTE
anon,public,get_mission_actors,EXECUTE
authenticated,public,get_mission_actors,EXECUTE
postgres,public,get_mission_actors,EXECUTE
service_role,public,get_mission_actors,EXECUTE
anon,public,get_ticket_detail_locataire,EXECUTE
authenticated,public,get_ticket_detail_locataire,EXECUTE
postgres,public,get_ticket_detail_locataire,EXECUTE
service_role,public,get_ticket_detail_locataire,EXECUTE
anon,public,get_ticket_detail_regie,EXECUTE
authenticated,public,get_ticket_detail_regie,EXECUTE
postgres,public,get_ticket_detail_regie,EXECUTE
service_role,public,get_ticket_detail_regie,EXECUTE
anon,public,get_tickets_dashboard_regie,EXECUTE
authenticated,public,get_tickets_dashboard_regie,EXECUTE
postgres,public,get_tickets_dashboard_regie,EXECUTE
service_role,public,get_tickets_dashboard_regie,EXECUTE
anon,public,get_tickets_list_regie,EXECUTE
authenticated,public,get_tickets_list_regie,EXECUTE
postgres,public,get_tickets_list_regie,EXECUTE
service_role,public,get_tickets_list_regie,EXECUTE
anon,public,get_tickets_locataire,EXECUTE
authenticated,public,get_tickets_locataire,EXECUTE
postgres,public,get_tickets_locataire,EXECUTE
service_role,public,get_tickets_locataire,EXECUTE
PUBLIC,public,get_user_regie_id,EXECUTE
anon,public,get_user_regie_id,EXECUTE
authenticated,public,get_user_regie_id,EXECUTE
postgres,public,get_user_regie_id,EXECUTE
service_role,public,get_user_regie_id,EXECUTE
PUBLIC,public,get_user_technicien_id,EXECUTE
anon,public,get_user_technicien_id,EXECUTE
authenticated,public,get_user_technicien_id,EXECUTE
postgres,public,get_user_technicien_id,EXECUTE
service_role,public,get_user_technicien_id,EXECUTE
PUBLIC,public,handle_updated_at,EXECUTE
anon,public,handle_updated_at,EXECUTE
authenticated,public,handle_updated_at,EXECUTE
postgres,public,handle_updated_at,EXECUTE
service_role,public,handle_updated_at,EXECUTE
PUBLIC,public,increment_mission_quota,EXECUTE
anon,public,increment_mission_quota,EXECUTE
authenticated,public,increment_mission_quota,EXECUTE
postgres,public,increment_mission_quota,EXECUTE
service_role,public,increment_mission_quota,EXECUTE
PUBLIC,public,increment_quota_on_mission,EXECUTE
anon,public,increment_quota_on_mission,EXECUTE
authenticated,public,increment_quota_on_mission,EXECUTE
postgres,public,increment_quota_on_mission,EXECUTE
service_role,public,increment_quota_on_mission,EXECUTE
PUBLIC,public,int2_dist,EXECUTE
anon,public,int2_dist,EXECUTE
authenticated,public,int2_dist,EXECUTE
postgres,public,int2_dist,EXECUTE
service_role,public,int2_dist,EXECUTE
PUBLIC,public,int4_dist,EXECUTE
anon,public,int4_dist,EXECUTE
authenticated,public,int4_dist,EXECUTE
postgres,public,int4_dist,EXECUTE
service_role,public,int4_dist,EXECUTE
PUBLIC,public,int8_dist,EXECUTE
anon,public,int8_dist,EXECUTE
authenticated,public,int8_dist,EXECUTE
postgres,public,int8_dist,EXECUTE
service_role,public,int8_dist,EXECUTE
PUBLIC,public,interval_dist,EXECUTE
anon,public,interval_dist,EXECUTE
authenticated,public,interval_dist,EXECUTE
postgres,public,interval_dist,EXECUTE
service_role,public,interval_dist,EXECUTE
PUBLIC,public,is_admin_jtec,EXECUTE
anon,public,is_admin_jtec,EXECUTE
authenticated,public,is_admin_jtec,EXECUTE
postgres,public,is_admin_jtec,EXECUTE
service_role,public,is_admin_jtec,EXECUTE
PUBLIC,public,is_user_entreprise_owner,EXECUTE
anon,public,is_user_entreprise_owner,EXECUTE
authenticated,public,is_user_entreprise_owner,EXECUTE
postgres,public,is_user_entreprise_owner,EXECUTE
service_role,public,is_user_entreprise_owner,EXECUTE
PUBLIC,public,jtec_debug_schema,EXECUTE
anon,public,jtec_debug_schema,EXECUTE
authenticated,public,jtec_debug_schema,EXECUTE
postgres,public,jtec_debug_schema,EXECUTE
service_role,public,jtec_debug_schema,EXECUTE
PUBLIC,public,jtec_insert_ticket_audit,EXECUTE
anon,public,jtec_insert_ticket_audit,EXECUTE
authenticated,public,jtec_insert_ticket_audit,EXECUTE
postgres,public,jtec_insert_ticket_audit,EXECUTE
service_role,public,jtec_insert_ticket_audit,EXECUTE
PUBLIC,public,jtec_test_insert_ticket,EXECUTE
anon,public,jtec_test_insert_ticket,EXECUTE
authenticated,public,jtec_test_insert_ticket,EXECUTE
postgres,public,jtec_test_insert_ticket,EXECUTE
service_role,public,jtec_test_insert_ticket,EXECUTE
anon,public,liberer_logement_locataire,EXECUTE
authenticated,public,liberer_logement_locataire,EXECUTE
postgres,public,liberer_logement_locataire,EXECUTE
service_role,public,liberer_logement_locataire,EXECUTE
PUBLIC,public,mark_notification_as_read,EXECUTE
anon,public,mark_notification_as_read,EXECUTE
authenticated,public,mark_notification_as_read,EXECUTE
postgres,public,mark_notification_as_read,EXECUTE
service_role,public,mark_notification_as_read,EXECUTE
PUBLIC,public,notify_facture_status_change,EXECUTE
anon,public,notify_facture_status_change,EXECUTE
authenticated,public,notify_facture_status_change,EXECUTE
postgres,public,notify_facture_status_change,EXECUTE
service_role,public,notify_facture_status_change,EXECUTE
PUBLIC,public,notify_mission_status_change,EXECUTE
anon,public,notify_mission_status_change,EXECUTE
authenticated,public,notify_mission_status_change,EXECUTE
postgres,public,notify_mission_status_change,EXECUTE
service_role,public,notify_mission_status_change,EXECUTE
PUBLIC,public,notify_mission_status_change_extended,EXECUTE
anon,public,notify_mission_status_change_extended,EXECUTE
authenticated,public,notify_mission_status_change_extended,EXECUTE
postgres,public,notify_mission_status_change_extended,EXECUTE
service_role,public,notify_mission_status_change_extended,EXECUTE
PUBLIC,public,notify_new_ticket,EXECUTE
anon,public,notify_new_ticket,EXECUTE
authenticated,public,notify_new_ticket,EXECUTE
postgres,public,notify_new_ticket,EXECUTE
service_role,public,notify_new_ticket,EXECUTE
PUBLIC,public,notify_technicien_assignment,EXECUTE
anon,public,notify_technicien_assignment,EXECUTE
authenticated,public,notify_technicien_assignment,EXECUTE
postgres,public,notify_technicien_assignment,EXECUTE
service_role,public,notify_technicien_assignment,EXECUTE
PUBLIC,public,oid_dist,EXECUTE
anon,public,oid_dist,EXECUTE
authenticated,public,oid_dist,EXECUTE
postgres,public,oid_dist,EXECUTE
service_role,public,oid_dist,EXECUTE
PUBLIC,public,prevent_role_self_escalation,EXECUTE
anon,public,prevent_role_self_escalation,EXECUTE
authenticated,public,prevent_role_self_escalation,EXECUTE
postgres,public,prevent_role_self_escalation,EXECUTE
service_role,public,prevent_role_self_escalation,EXECUTE
PUBLIC,public,refuser_agence,EXECUTE
anon,public,refuser_agence,EXECUTE
authenticated,public,refuser_agence,EXECUTE
postgres,public,refuser_agence,EXECUTE
service_role,public,refuser_agence,EXECUTE
PUBLIC,public,send_message,EXECUTE
anon,public,send_message,EXECUTE
authenticated,public,send_message,EXECUTE
postgres,public,send_message,EXECUTE
service_role,public,send_message,EXECUTE
PUBLIC,public,set_ticket_regie_id,EXECUTE
anon,public,set_ticket_regie_id,EXECUTE
authenticated,public,set_ticket_regie_id,EXECUTE
postgres,public,set_ticket_regie_id,EXECUTE
service_role,public,set_ticket_regie_id,EXECUTE
PUBLIC,public,start_mission,EXECUTE
anon,public,start_mission,EXECUTE
authenticated,public,start_mission,EXECUTE
postgres,public,start_mission,EXECUTE
service_role,public,start_mission,EXECUTE
PUBLIC,public,sync_ticket_statut_from_mission,EXECUTE
anon,public,sync_ticket_statut_from_mission,EXECUTE
authenticated,public,sync_ticket_statut_from_mission,EXECUTE
postgres,public,sync_ticket_statut_from_mission,EXECUTE
service_role,public,sync_ticket_statut_from_mission,EXECUTE
PUBLIC,public,ticket_has_mission,EXECUTE
anon,public,ticket_has_mission,EXECUTE
authenticated,public,ticket_has_mission,EXECUTE
postgres,public,ticket_has_mission,EXECUTE
service_role,public,ticket_has_mission,EXECUTE
PUBLIC,public,time_dist,EXECUTE
anon,public,time_dist,EXECUTE
authenticated,public,time_dist,EXECUTE
postgres,public,time_dist,EXECUTE
service_role,public,time_dist,EXECUTE
PUBLIC,public,toggle_entreprise_mode,EXECUTE
anon,public,toggle_entreprise_mode,EXECUTE
authenticated,public,toggle_entreprise_mode,EXECUTE
postgres,public,toggle_entreprise_mode,EXECUTE
service_role,public,toggle_entreprise_mode,EXECUTE
PUBLIC,public,ts_dist,EXECUTE
anon,public,ts_dist,EXECUTE
authenticated,public,ts_dist,EXECUTE
postgres,public,ts_dist,EXECUTE
service_role,public,ts_dist,EXECUTE
PUBLIC,public,tstz_dist,EXECUTE
anon,public,tstz_dist,EXECUTE
authenticated,public,tstz_dist,EXECUTE
postgres,public,tstz_dist,EXECUTE
service_role,public,tstz_dist,EXECUTE
PUBLIC,public,update_abonnement_updated_at,EXECUTE
anon,public,update_abonnement_updated_at,EXECUTE
authenticated,public,update_abonnement_updated_at,EXECUTE
postgres,public,update_abonnement_updated_at,EXECUTE
service_role,public,update_abonnement_updated_at,EXECUTE
anon,public,update_entreprise_mode_diffusion,EXECUTE
authenticated,public,update_entreprise_mode_diffusion,EXECUTE
postgres,public,update_entreprise_mode_diffusion,EXECUTE
service_role,public,update_entreprise_mode_diffusion,EXECUTE
PUBLIC,public,update_facture_status,EXECUTE
anon,public,update_facture_status,EXECUTE
authenticated,public,update_facture_status,EXECUTE
postgres,public,update_facture_status,EXECUTE
service_role,public,update_facture_status,EXECUTE
PUBLIC,public,update_mission_status,EXECUTE
anon,public,update_mission_status,EXECUTE
authenticated,public,update_mission_status,EXECUTE
postgres,public,update_mission_status,EXECUTE
service_role,public,update_mission_status,EXECUTE
PUBLIC,public,update_missions_updated_at,EXECUTE
anon,public,update_missions_updated_at,EXECUTE
authenticated,public,update_missions_updated_at,EXECUTE
postgres,public,update_missions_updated_at,EXECUTE
service_role,public,update_missions_updated_at,EXECUTE
PUBLIC,public,update_plan_updated_at,EXECUTE
anon,public,update_plan_updated_at,EXECUTE
authenticated,public,update_plan_updated_at,EXECUTE
postgres,public,update_plan_updated_at,EXECUTE
service_role,public,update_plan_updated_at,EXECUTE
PUBLIC,public,update_techniciens_updated_at,EXECUTE
anon,public,update_techniciens_updated_at,EXECUTE
authenticated,public,update_techniciens_updated_at,EXECUTE
postgres,public,update_techniciens_updated_at,EXECUTE
service_role,public,update_techniciens_updated_at,EXECUTE
anon,public,update_ticket_regie,EXECUTE
authenticated,public,update_ticket_regie,EXECUTE
postgres,public,update_ticket_regie,EXECUTE
service_role,public,update_ticket_regie,EXECUTE
PUBLIC,public,update_ticket_status,EXECUTE
anon,public,update_ticket_status,EXECUTE
authenticated,public,update_ticket_status,EXECUTE
postgres,public,update_ticket_status,EXECUTE
service_role,public,update_ticket_status,EXECUTE
PUBLIC,public,update_ticket_statut,EXECUTE
anon,public,update_ticket_statut,EXECUTE
authenticated,public,update_ticket_statut,EXECUTE
postgres,public,update_ticket_statut,EXECUTE
service_role,public,update_ticket_statut,EXECUTE
PUBLIC,public,validate_mission,EXECUTE
anon,public,validate_mission,EXECUTE
authenticated,public,validate_mission,EXECUTE
postgres,public,validate_mission,EXECUTE
service_role,public,validate_mission,EXECUTE
PUBLIC,public,valider_agence,EXECUTE
anon,public,valider_agence,EXECUTE
authenticated,public,valider_agence,EXECUTE
postgres,public,valider_agence,EXECUTE
service_role,public,valider_agence,EXECUTE
anon,public,valider_ticket_regie,EXECUTE
authenticated,public,valider_ticket_regie,EXECUTE
postgres,public,valider_ticket_regie,EXECUTE
service_role,public,valider_ticket_regie,EXECUTE
PUBLIC,realtime,apply_rls,EXECUTE
anon,realtime,apply_rls,EXECUTE
authenticated,realtime,apply_rls,EXECUTE
postgres,realtime,apply_rls,EXECUTE
service_role,realtime,apply_rls,EXECUTE
supabase_realtime_admin,realtime,apply_rls,EXECUTE
PUBLIC,realtime,broadcast_changes,EXECUTE
postgres,realtime,broadcast_changes,EXECUTE
PUBLIC,realtime,build_prepared_statement_sql,EXECUTE
anon,realtime,build_prepared_statement_sql,EXECUTE
authenticated,realtime,build_prepared_statement_sql,EXECUTE
postgres,realtime,build_prepared_statement_sql,EXECUTE
service_role,realtime,build_prepared_statement_sql,EXECUTE
supabase_realtime_admin,realtime,build_prepared_statement_sql,EXECUTE
PUBLIC,realtime,cast,EXECUTE
anon,realtime,cast,EXECUTE
authenticated,realtime,cast,EXECUTE
postgres,realtime,cast,EXECUTE
service_role,realtime,cast,EXECUTE
supabase_realtime_admin,realtime,cast,EXECUTE
PUBLIC,realtime,check_equality_op,EXECUTE
anon,realtime,check_equality_op,EXECUTE
authenticated,realtime,check_equality_op,EXECUTE
postgres,realtime,check_equality_op,EXECUTE
service_role,realtime,check_equality_op,EXECUTE
supabase_realtime_admin,realtime,check_equality_op,EXECUTE
PUBLIC,realtime,is_visible_through_filters,EXECUTE
anon,realtime,is_visible_through_filters,EXECUTE
authenticated,realtime,is_visible_through_filters,EXECUTE
postgres,realtime,is_visible_through_filters,EXECUTE
service_role,realtime,is_visible_through_filters,EXECUTE
supabase_realtime_admin,realtime,is_visible_through_filters,EXECUTE
PUBLIC,realtime,list_changes,EXECUTE
anon,realtime,list_changes,EXECUTE
authenticated,realtime,list_changes,EXECUTE
postgres,realtime,list_changes,EXECUTE
service_role,realtime,list_changes,EXECUTE
supabase_realtime_admin,realtime,list_changes,EXECUTE
PUBLIC,realtime,quote_wal2json,EXECUTE
anon,realtime,quote_wal2json,EXECUTE
authenticated,realtime,quote_wal2json,EXECUTE
postgres,realtime,quote_wal2json,EXECUTE
service_role,realtime,quote_wal2json,EXECUTE
supabase_realtime_admin,realtime,quote_wal2json,EXECUTE
PUBLIC,realtime,send,EXECUTE
postgres,realtime,send,EXECUTE
PUBLIC,realtime,subscription_check_filters,EXECUTE
anon,realtime,subscription_check_filters,EXECUTE
authenticated,realtime,subscription_check_filters,EXECUTE
postgres,realtime,subscription_check_filters,EXECUTE
service_role,realtime,subscription_check_filters,EXECUTE
supabase_realtime_admin,realtime,subscription_check_filters,EXECUTE
PUBLIC,realtime,to_regrole,EXECUTE
anon,realtime,to_regrole,EXECUTE
authenticated,realtime,to_regrole,EXECUTE
postgres,realtime,to_regrole,EXECUTE
service_role,realtime,to_regrole,EXECUTE
supabase_realtime_admin,realtime,to_regrole,EXECUTE
PUBLIC,realtime,topic,EXECUTE
dashboard_user,realtime,topic,EXECUTE
postgres,realtime,topic,EXECUTE
supabase_realtime_admin,realtime,topic,EXECUTE
PUBLIC,storage,add_prefixes,EXECUTE
PUBLIC,storage,can_insert_object,EXECUTE
PUBLIC,storage,delete_leaf_prefixes,EXECUTE
PUBLIC,storage,delete_prefix,EXECUTE
PUBLIC,storage,delete_prefix_hierarchy_trigger,EXECUTE
PUBLIC,storage,enforce_bucket_name_length,EXECUTE
PUBLIC,storage,extension,EXECUTE
PUBLIC,storage,filename,EXECUTE
PUBLIC,storage,foldername,EXECUTE
PUBLIC,storage,get_level,EXECUTE
PUBLIC,storage,get_prefix,EXECUTE
PUBLIC,storage,get_prefixes,EXECUTE
PUBLIC,storage,get_size_by_bucket,EXECUTE
PUBLIC,storage,list_multipart_uploads_with_delimiter,EXECUTE
PUBLIC,storage,list_objects_with_delimiter,EXECUTE
PUBLIC,storage,lock_top_prefixes,EXECUTE
PUBLIC,storage,objects_delete_cleanup,EXECUTE
PUBLIC,storage,objects_insert_prefix_trigger,EXECUTE
PUBLIC,storage,objects_update_cleanup,EXECUTE
PUBLIC,storage,objects_update_level_trigger,EXECUTE
PUBLIC,storage,objects_update_prefix_trigger,EXECUTE
PUBLIC,storage,operation,EXECUTE
PUBLIC,storage,prefixes_delete_cleanup,EXECUTE
PUBLIC,storage,prefixes_insert_trigger,EXECUTE
PUBLIC,storage,search,EXECUTE
PUBLIC,storage,search_legacy_v1,EXECUTE
PUBLIC,storage,search_v1_optimised,EXECUTE
PUBLIC,storage,search_v2,EXECUTE
PUBLIC,storage,update_updated_at_column,EXECUTE
postgres,vault,_crypto_aead_det_decrypt,EXECUTE
service_role,vault,_crypto_aead_det_decrypt,EXECUTE
postgres,vault,create_secret,EXECUTE
service_role,vault,create_secret,EXECUTE
postgres,vault,update_secret,EXECUTE
service_role,vault,update_secret,EXECUTE
